Drug	Strain	ParentCompound	numPoolsTested	Time	Pool	plateID	Manual_Selection	RT	RT_MB	MZ	LeadingMZ	analysisType	full_strain_name	abb_strain_name	NCBI tax ID	Area	AreaControl	AreaControlsubtracted	pval	endConc	startConc	ratioCompoundIntensityStartEnd	hit
M_BUDESONIDE_1	Alloscardovia omnicolens	Budesonid	3	6	07	1	TRUE	0.966	0.97	101.071	102.078	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	1293	3230	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Alloscardovia omnicolens	Budesonid	3	6	08	1	TRUE	0.986	0.97	101.071	102.078	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	809	747	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Alloscardovia omnicolens	Budesonid	3	12	01	1	TRUE	0.831	0.97	101.071	102.078	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	986	970	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Alloscardovia omnicolens	Budesonid	3	12	07	1	TRUE	0.989	0.97	101.071	102.078	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	2469	1739	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Alloscardovia omnicolens	Budesonid	3	12	08	1	TRUE	1.01	0.97	101.071	102.078	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	4552	1034	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	0	01	1	TRUE	0.91	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	531	901	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	0	07	1	TRUE	0.907	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	934	813	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	0	08	1	TRUE	0.978	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1229	401	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	1.5	01	1	TRUE	1.09	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1588	3978	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	1.5	07	1	TRUE	1.021	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1775	1525	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	1.5	08	1	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	0	2309	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	3	01	1	TRUE	0.722	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1665	859	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	3	07	1	TRUE	0.976	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	3015	4266	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	3	08	1	TRUE	0.753	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1984	666	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	6	01	1	TRUE	1.055	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	830	3130	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	6	07	1	TRUE	0.977	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	670	3230	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	6	08	1	TRUE	0.978	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	886	747	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	12	01	1	TRUE	1.096	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	930	970	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	12	07	1	TRUE	1.098	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	2448	1739	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Gemella haemolysans	Budesonid	3	12	08	1	TRUE	0.955	0.97	101.071	102.078	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1505	1034	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	0	01	1	TRUE	0.988	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1735	901	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	0	07	1	TRUE	0.988	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	848	813	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	0	08	1	TRUE	0.778	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1483	401	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	1.5	01	1	TRUE	0.958	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	2070	3978	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	1.5	07	1	TRUE	0.71	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1963	1525	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	1.5	08	1	TRUE	0.988	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1261	2309	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	3	01	1	TRUE	0.966	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	748	859	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	3	07	1	TRUE	0.995	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1385	4266	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	3	08	1	TRUE	0.887	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	423	666	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	6	01	1	TRUE	0.998	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1482	3130	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	6	07	1	TRUE	0.999	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1776	3230	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	6	08	1	TRUE	1.022	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1865	747	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	12	01	1	TRUE	1.009	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1445	970	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	12	07	1	TRUE	0.731	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	2456	1739	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus reuteri	Budesonid	3	12	08	1	TRUE	1	0.97	101.071	102.078	SS_MA_TM	Lactobacillus reuteri	L. reuteri	299033	1535	1034	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	0	01	1	TRUE	0.744	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	937	901	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	0	07	1	TRUE	0.987	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	792	813	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	0	08	1	TRUE	0.975	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1959	401	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	1.5	01	1	TRUE	0.975	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	813	3978	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	1.5	07	1	TRUE	0.985	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1001	1525	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	1.5	08	1	TRUE	0.996	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1540	2309	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	3	01	1	TRUE	1.062	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1015	859	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	3	07	1	TRUE	0.975	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	2382	4266	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	3	08	1	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	0	666	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	6	01	1	TRUE	0.742	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	685	3130	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	6	07	1	TRUE	0.944	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1746	3230	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	6	08	1	TRUE	0.742	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	1127	747	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	12	01	1	TRUE	0.99	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	834	970	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	12	07	1	TRUE	0.985	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	888	1739	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Lactobacillus ruminis	Budesonid	3	12	08	1	TRUE	1.042	0.97	101.071	102.078	SS_MA_TM	Lactobacillus ruminis	L. ruminis	525362	941	1034	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	0	07	1	TRUE	0.985	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	813	813	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	0	08	1	TRUE	1.054	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	401	401	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	1.5	01	1	TRUE	1.009	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	3978	3978	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	1.5	07	1	TRUE	0.733	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	1525	1525	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	1.5	08	1	TRUE	1.02	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	2309	2309	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	3	01	1	TRUE	0.998	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	859	859	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	3	07	1	TRUE	0.989	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	4266	4266	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	3	08	1	TRUE	0.773	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	666	666	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	6	01	1	TRUE	0.987	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	3130	3130	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	6	07	1	TRUE	1.009	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	3230	3230	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	6	08	1	TRUE	0.978	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	747	747	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	12	01	1	TRUE	0.977	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	970	970	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	12	07	1	TRUE	0.967	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	1739	1739	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_1	Budesonid	3	12	08	1	TRUE	0.976	0.97	101.071	102.078	SS_MA_TM	Control_1	Control_1	NA	1034	1034	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	0	01	2	TRUE	0.988	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	4965	4336	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	0	07	2	TRUE	0.998	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	3512	1910	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	0	08	2	TRUE	0.964	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2283	3072	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	1.5	01	2	TRUE	1.064	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	3393	542	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	1.5	07	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	1.5	08	2	TRUE	1.077	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2053	6012	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	3	01	2	TRUE	0.703	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2754	6740	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	3	07	2	TRUE	1.022	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2126	2106	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	3	08	2	TRUE	1.009	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	3006	5142	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	6	01	2	TRUE	0.932	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	1569	1874	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	6	07	2	TRUE	1.021	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	1764	405	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	6	08	2	TRUE	1.033	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	957	341	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	12	01	2	TRUE	1.032	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	892	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	12	07	2	TRUE	1.031	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2575	2508	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus anginosus	Budesonid	3	12	08	2	TRUE	0.975	0.97	101.071	102.078	SS_MA_TM	Streptococcus anginosus	S. anginosus	1000570	2724	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	0	01	2	TRUE	1.044	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	2940	4336	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	0	07	2	TRUE	1.021	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	2151	1910	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	0	08	2	TRUE	0.998	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	3570	3072	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	1.5	07	2	TRUE	0.911	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	626	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	1.5	08	2	TRUE	0.979	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	6614	6012	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	3	01	2	TRUE	1.063	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	3918	6740	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	3	07	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	0	2106	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	3	08	2	TRUE	0.922	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	1477	5142	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	6	01	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	0	1874	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	6	07	2	TRUE	0.986	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	781	405	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	6	08	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	0	341	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	12	01	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	12	07	2	TRUE	0.731	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	1354	2508	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus mitis	Budesonid	3	12	08	2	TRUE	0.922	0.97	101.071	102.078	SS_MA_TM	Streptococcus mitis	S. mitis	28037	697	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus sanguinis	Budesonid	3	0	01	2	TRUE	0	0.97	101.071	102.078	SS_MA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	4336	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus sanguinis	Budesonid	3	0	07	2	TRUE	0.987	0.97	101.071	102.078	SS_MA_TM	Streptococcus sanguinis	S. sanguinis	1305	1089	1910	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus sanguinis	Budesonid	3	0	08	2	TRUE	1.019	0.97	101.071	102.078	SS_MA_TM	Streptococcus sanguinis	S. sanguinis	1305	3243	3072	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus sanguinis	Budesonid	3	1.5	01	2	TRUE	0.942	0.97	101.071	102.078	SS_MA_TM	Streptococcus sanguinis	S. sanguinis	1305	5875	542	5333	1	5000	5000	1	FALSE
