Drug	Strain	ParentCompound	numPoolsTested	Time	Pool	plateID	Manual_Selection	RT	RT_MB	MZ	LeadingMZ	analysisType	full_strain_name	abb_strain_name	NCBI tax ID	Area	AreaControl	AreaControlsubtracted	pval	endConc	startConc	ratioCompoundIntensityStartEnd	hit
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	3	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	3	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	6	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	6	07	6	TRUE	1.074	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	6	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	6	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	12	01	6	TRUE	0.705	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	12	07	6	TRUE	0.701	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	12	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Streptococcus salivarius	Budesonid	4	12	11	6	TRUE	0.828	0.97	101.071	102.078	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	0	01	6	TRUE	1.01	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	0	07	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	0	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	0	11	6	TRUE	1.144	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	NA	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	1.5	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	1.5	07	6	TRUE	1.143	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	1.5	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	3	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	3	07	6	TRUE	1.086	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	3	08	6	TRUE	0.736	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	3	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	6	07	6	TRUE	0.894	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	6	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	6	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	12	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	12	07	6	TRUE	1.123	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	12	08	6	TRUE	0.781	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Dorea formicigenerans	Budesonid	4	12	11	6	TRUE	1.132	0.97	101.071	102.078	SS_AA_TM	Dorea formicigenerans	D. formicigenerans	411461	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	0	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	0	07	6	TRUE	1.093	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	0	08	6	TRUE	1.029	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	1.5	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	1.5	07	6	TRUE	1.237	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	1.5	08	6	TRUE	1.169	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	1.5	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	3	01	6	TRUE	0.815	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	3	07	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	3	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	3	11	6	TRUE	0.798	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	6	01	6	TRUE	1.1	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	6	07	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	6	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	6	11	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	12	01	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	12	07	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	12	08	6	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_4	Budesonid	4	12	11	6	TRUE	1.028	0.97	101.071	102.078	SS_AA_TM	Control_4	Control_4	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	0	01	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	0	07	8	TRUE	1.031	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	0	08	8	TRUE	1.055	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	0	11	8	TRUE	1.087	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	1.5	01	8	TRUE	1.133	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	1.5	07	8	TRUE	1.089	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	1.5	08	8	TRUE	1.107	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	1.5	11	8	TRUE	1.12	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	3	01	8	TRUE	1.133	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	3	07	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	3	08	8	TRUE	0.8	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	3	11	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	6	01	8	TRUE	0.967	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	6	07	8	TRUE	1.023	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	6	08	8	TRUE	0.989	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	12	01	8	TRUE	1.123	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	12	07	8	TRUE	1.068	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	12	08	8	TRUE	1.077	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Eubacterium hallii	Budesonid	4	12	11	8	TRUE	1.11	0.97	101.071	102.078	SS_AA_TM	Eubacterium hallii	E. hallii	411469	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	0	01	8	TRUE	0.856	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	0	07	8	TRUE	0.999	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	0	08	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	0	11	8	TRUE	1.142	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	1.5	01	8	TRUE	0.978	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	1.5	07	8	TRUE	0.89	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	1.5	08	8	TRUE	1.056	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	1.5	11	8	TRUE	1.136	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	3	01	8	TRUE	1.069	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	3	07	8	TRUE	0.946	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	3	08	8	TRUE	0.944	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	3	11	8	TRUE	0.71	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	6	01	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	6	07	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	6	08	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	12	01	8	TRUE	1.055	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	12	07	8	TRUE	1.121	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	12	08	8	TRUE	1.036	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Bacteroides vulgatus	Budesonid	4	12	11	8	TRUE	1.066	0.97	101.071	102.078	SS_AA_TM	Bacteroides vulgatus	B. vulgatus	435590	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	0	01	8	TRUE	0.978	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	0	07	8	TRUE	1.144	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	0	08	8	TRUE	1.009	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	0	11	8	TRUE	1.077	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	1.5	01	8	TRUE	1.153	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	1.5	07	8	TRUE	1.133	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	1.5	08	8	TRUE	0.999	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	1.5	11	8	TRUE	0.933	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	3	01	8	TRUE	1.135	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	3	07	8	TRUE	0.999	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	3	08	8	TRUE	1.121	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	3	11	8	TRUE	1.122	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	6	01	8	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	6	07	8	TRUE	1.132	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	6	08	8	TRUE	1.132	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	12	01	8	TRUE	1.051	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	12	07	8	TRUE	1.044	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	12	08	8	TRUE	1.11	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Control_8	Budesonid	4	12	11	8	TRUE	1.128	0.97	101.071	102.078	SS_AA_TM	Control_8	Control_8	NA	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	01	10	TRUE	0.918	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	01	10	TRUE	0.918	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	01	10	TRUE	0.918	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	01	10	TRUE	0.918	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	07	10	TRUE	0.807	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	08	10	TRUE	1.09	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	0	11	10	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	1.5	07	10	TRUE	0.952	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	1.5	08	10	TRUE	1.056	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	1.5	11	10	TRUE	0	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	3	01	10	TRUE	1.089	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	3	01	10	TRUE	1.089	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	3	01	10	TRUE	1.089	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
M_BUDESONIDE_1	Blautia hansenii	Budesonid	4	3	01	10	TRUE	1.089	0.97	101.071	102.078	SS_AA_TM	Blautia hansenii	B. hansenii	537007	0	0	5000	1	5000	5000	1	FALSE
